Open Time,Open,High,Low,Close,Volume
2024-10-01 00:00:00,63327.60000000,63510.20000000,63280.70000000,63340.01000000,204.75380000
2024-10-01 00:05:00,63340.00000000,63397.68000000,63292.00000000,63336.01000000,65.87792000
2024-10-01 00:10:00,63336.01000000,63372.10000000,63166.84000000,63207.82000000,219.09937000
2024-10-01 00:15:00,63207.83000000,63207.83000000,63071.42000000,63097.99000000,106.23009000
2024-10-01 00:20:00,63097.99000000,63134.00000000,63006.70000000,63128.01000000,129.80738000
2024-10-01 00:25:00,63128.02000000,63374.00000000,63090.00000000,63350.04000000,170.30164000
2024-10-01 00:30:00,63350.03000000,63426.85000000,63255.03000000,63266.00000000,77.42670000
2024-10-01 00:35:00,63266.00000000,63360.00000000,63256.00000000,63302.40000000,55.07289000
2024-10-01 00:40:00,63302.39000000,63417.02000000,63302.39000000,63416.00000000,42.60463000
2024-10-01 00:45:00,63416.00000000,63496.00000000,63408.00000000,63445.98000000,65.65915000
2024-10-01 00:50:00,63445.99000000,63606.00000000,63445.98000000,63516.00000000,151.62982000
2024-10-01 00:55:00,63516.00000000,63590.63000000,63510.00000000,63531.99000000,48.46996000
2024-10-01 01:00:00,63532.00000000,63620.00000000,63477.00000000,63616.00000000,90.76201000
2024-10-01 01:05:00,63615.99000000,63639.86000000,63544.00000000,63562.00000000,73.11902000
2024-10-01 01:10:00,63562.00000000,63633.78000000,63370.01000000,63506.25000000,258.09097000
2024-10-01 01:15:00,63506.25000000,63585.64000000,63472.00000000,63520.23000000,58.66315000
2024-10-01 01:20:00,63520.23000000,63539.90000000,63466.45000000,63484.00000000,77.61280000
2024-10-01 01:25:00,63484.00000000,63572.16000000,63456.01000000,63568.00000000,56.56143000
2024-10-01 01:30:00,63568.00000000,63595.99000000,63544.01000000,63568.00000000,49.61927000
2024-10-01 01:35:00,63568.00000000,63611.42000000,63548.00000000,63572.01000000,54.56438000
2024-10-01 01:40:00,63572.01000000,63615.99000000,63567.09000000,63573.99000000,51.32784000
2024-10-01 01:45:00,63574.00000000,63574.00000000,63472.54000000,63472.54000000,54.60610000
2024-10-01 01:50:00,63472.55000000,63472.67000000,63399.90000000,63433.99000000,125.94886000
2024-10-01 01:55:00,63434.00000000,63471.71000000,63419.00000000,63458.00000000,53.21180000
2024-10-01 02:00:00,63458.00000000,63458.00000000,63348.00000000,63350.73000000,104.56058000
2024-10-01 02:05:00,63350.73000000,63393.80000000,63279.90000000,63342.09000000,85.77157000
2024-10-01 02:10:00,63342.10000000,63347.23000000,63202.00000000,63225.83000000,64.22902000
2024-10-01 02:15:00,63225.83000000,63300.00000000,63180.00000000,63268.65000000,90.65383000
2024-10-01 02:20:00,63268.65000000,63354.00000000,63250.27000000,63354.00000000,48.94410000
2024-10-01 02:25:00,63354.00000000,63380.00000000,63330.00000000,63335.77000000,31.89033000
2024-10-01 02:30:00,63335.78000000,63400.00000000,63328.11000000,63400.00000000,37.56568000
2024-10-01 02:35:00,63399.99000000,63402.00000000,63330.01000000,63330.02000000,74.82513000
2024-10-01 02:40:00,63330.02000000,63386.00000000,63330.01000000,63346.49000000,37.73728000
2024-10-01 02:45:00,63346.49000000,63346.49000000,63280.94000000,63323.96000000,30.02127000
2024-10-01 02:50:00,63323.96000000,63387.55000000,63293.78000000,63387.55000000,43.56479000
2024-10-01 02:55:00,63387.55000000,63451.99000000,63383.89000000,63443.76000000,66.35464000
2024-10-01 03:00:00,63443.76000000,63475.99000000,63430.00000000,63470.39000000,43.46345000
2024-10-01 03:05:00,63470.39000000,63570.01000000,63446.47000000,63559.99000000,89.66403000
2024-10-01 03:10:00,63560.00000000,63625.72000000,63559.99000000,63625.71000000,86.14581000
2024-10-01 03:15:00,63625.72000000,63697.66000000,63580.69000000,63598.00000000,57.46478000
2024-10-01 03:20:00,63598.00000000,63660.00000000,63584.01000000,63585.83000000,33.80304000
2024-10-01 03:25:00,63585.82000000,63585.83000000,63500.00000000,63537.99000000,71.65359000
2024-10-01 03:30:00,63538.00000000,63631.99000000,63537.99000000,63623.01000000,92.69631000
2024-10-01 03:35:00,63623.01000000,63674.50000000,63576.00000000,63670.00000000,88.39277000
2024-10-01 03:40:00,63670.00000000,63737.19000000,63669.50000000,63737.19000000,120.71658000
2024-10-01 03:45:00,63737.19000000,63740.42000000,63699.90000000,63725.49000000,53.97330000
2024-10-01 03:50:00,63725.49000000,63725.49000000,63674.00000000,63711.99000000,37.37340000
