Open Time,Open,High,Low,Close,Volume
2024-05-01 00:00:00,60672.01000000,60841.63000000,59850.06000000,60133.78000000,3588.63042000
2024-05-01 02:00:00,60133.79000000,60317.88000000,59590.00000000,60246.03000000,2941.84681000
2024-05-01 04:00:00,60246.02000000,60361.09000000,59931.59000000,60050.00000000,1728.69675000
2024-05-01 06:00:00,60049.99000000,60113.24000000,57100.00000000,57499.99000000,14008.92370000
2024-05-01 08:00:00,57500.00000000,57653.34000000,56552.82000000,57115.61000000,14029.03497000
2024-05-01 10:00:00,57115.61000000,57909.00000000,56888.00000000,57898.47000000,4577.52643000
2024-05-01 12:00:00,57898.46000000,58275.87000000,57223.29000000,57301.29000000,5833.92311000
2024-05-01 14:00:00,57301.29000000,57586.20000000,56674.51000000,56886.00000000,5852.82468000
2024-05-01 16:00:00,56886.00000000,57700.86000000,56625.09000000,57424.65000000,4384.93580000
2024-05-01 18:00:00,57424.64000000,59468.00000000,56897.27000000,56954.47000000,16122.88908000
2024-05-01 20:00:00,56954.46000000,58203.34000000,56760.02000000,57909.03000000,3992.79544000
2024-05-01 22:00:00,57909.03000000,58575.32000000,57828.00000000,58364.97000000,4104.44104000
2024-05-02 00:00:00,58364.97000000,58610.55000000,56911.84000000,57112.37000000,9099.69129000
2024-05-02 02:00:00,57112.37000000,57705.08000000,57109.01000000,57442.88000000,2112.32573000
2024-05-02 04:00:00,57442.88000000,57647.40000000,57202.49000000,57484.57000000,1749.10292000
2024-05-02 06:00:00,57484.57000000,57945.19000000,57404.08000000,57681.08000000,2281.45638000
2024-05-02 08:00:00,57681.08000000,57981.46000000,57612.73000000,57804.36000000,2262.87013000
2024-05-02 10:00:00,57804.37000000,58689.55000000,57561.14000000,58559.66000000,5007.41150000
2024-05-02 12:00:00,58559.66000000,59117.68000000,58222.00000000,58450.22000000,8147.55133000
2024-05-02 14:00:00,58450.22000000,59455.00000000,58300.00000000,59264.15000000,6880.39844000
